student_id,age,gender,academic_level,study_hours,self_study_hours,online_classes_hours,social_media_hours,gaming_hours,sleep_hours,screen_time_hours,internet_quality,mental_health_score,focus_index,burnout_level,productivity_score,exam_score
1296,19.27,Male,High School,2.11,2.39,0.86,1.68,2.58,8.17,7.88,Poor,0.22,4.29,2.32,5.49,9.63
1297,15.66,Male,High School,8.51,1.85,0.66,6.26,2.38,5.9,4.31,Good,2.38,24.99,34.22,38.24,48.26
1298,16.39,Male,High School,3.74,2.1,1.99,2.37,2.94,6.88,4.73,Poor,3.83,7.43,10.22,20.97,40.5
1299,20.49,Other,High School,4.94,1.24,1.81,4.39,2.43,7.24,6.95,Average,3.52,9.35,14.46,20.44,35.47
1300,17.5,Male,High School,5.63,0.0,2.57,3.45,2.35,6.77,8.64,Average,1.23,7.33,28.08,20.64,42.06
1301,17.12,Other,High School,2.72,3.38,1.9,4.17,1.71,6.51,10.31,Good,7.8,16.4,19.64,14.8,26.85
1302,20.53,Female,High School,5.45,3.43,4.78,2.07,2.73,7.05,8.03,Poor,3.67,18.57,27.55,21.03,48.48
1303,17.21,Male,High School,5.05,0.68,2.09,3.08,3.01,5.3,4.8,Poor,1.18,15.2,11.68,24.86,28.3
1304,18.13,Female,High School,2.73,0.99,3.19,0.76,2.01,6.9,6.63,Average,4.23,8.09,30.07,12.55,8.89
1305,19.77,Female,High School,5.14,3.66,2.81,3.57,0.27,8.78,10.19,Poor,4.97,21.75,11.21,22.41,35.75
1306,22.64,Female,High School,3.31,1.46,0.55,4.17,0.61,7.19,8.24,Average,6.16,12.63,1.32,22.88,46.0
1307,21.8,Male,High School,6.78,1.86,1.95,3.07,3.72,7.15,14.6,Poor,2.71,28.66,47.18,31.68,66.96
1308,21.67,Female,High School,6.81,2.76,1.82,2.5,0.29,7.94,2.09,Average,7.32,24.67,3.27,32.47,57.77
1309,21.51,Female,High School,5.14,2.38,3.13,3.3,2.21,4.56,7.04,Good,9.14,13.51,30.25,28.08,39.06
1310,18.6,Male,High School,5.47,1.74,2.81,5.06,0.55,8.38,3.4,Poor,2.36,6.02,17.45,23.7,44.43
1311,21.02,Male,High School,6.49,2.34,2.22,4.1,0.03,8.03,4.51,Good,0.91,19.57,3.37,23.96,40.07
1312,19.77,Female,High School,5.14,3.66,2.81,3.57,0.27,8.78,10.19,Poor,4.97,21.75,11.21,22.41,35.75
1313,16.01,Other,High School,4.55,2.44,1.86,1.08,1.72,6.94,10.57,Good,8.62,8.1,18.13,36.64,59.07
1314,16.97,Female,High School,3.25,2.3,2.21,5.76,1.74,6.59,8.27,Good,1.55,10.6,32.44,10.79,7.44
1315,21.56,Other,High School,8.38,2.49,4.12,0.86,0.2,6.7,1.51,Good,3.32,27.8,10.64,42.8,49.77
1316,20.6,Other,High School,7.11,1.46,2.0,2.72,0.86,6.55,9.93,Good,9.55,25.65,3.65,46.3,60.21
1317,23.33,Other,High School,0.87,1.47,4.06,2.31,0.1,8.88,7.2,Good,2.03,4.51,8.91,0.75,22.13
1318,21.27,Female,High School,3.1,3.32,1.27,0.7,1.07,4.7,8.03,Good,2.13,15.41,12.4,24.16,38.83
1319,19.57,Male,High School,6.83,0.34,3.58,6.29,2.35,4.44,6.7,Good,8.92,8.37,31.33,29.22,57.53
1320,15.84,Female,High School,1.31,3.46,2.05,1.68,2.52,8.58,8.2,Good,0.97,10.08,8.42,2.58,28.34
1321,17.47,Other,High School,8.81,0.95,2.09,1.03,3.04,5.2,3.4,Poor,10.35,30.56,16.93,57.15,81.37
1322,22.02,Other,High School,4.34,2.96,1.68,2.98,1.33,7.14,3.63,Poor,6.3,6.67,0.88,27.14,32.16
1323,17.07,Male,High School,3.04,2.04,3.23,0.0,2.12,4.13,3.64,Average,3.76,15.41,1.46,11.51,39.6
1324,20.86,Male,High School,2.11,1.77,3.42,3.23,0.73,8.79,3.99,Poor,0.8,5.01,0.0,0.76,17.93
1325,18.93,Male,High School,2.52,3.72,1.58,3.06,2.64,8.27,2.22,Poor,2.0,3.05,3.15,17.43,12.65
1326,17.3,Male,High School,4.27,4.01,1.15,3.1,2.6,7.54,6.33,Good,0.82,20.97,8.62,12.78,12.06
1327,22.01,Other,High School,6.49,2.57,0.0,0.99,2.56,6.54,9.75,Good,7.31,21.07,0.26,44.77,73.25
1328,24.3,Female,High School,4.48,2.53,2.74,3.96,2.27,7.92,8.34,Average,1.05,17.92,5.49,9.49,14.48
1329,21.51,Male,High School,6.6,0.93,2.47,5.19,2.86,6.05,6.43,Average,4.71,14.56,37.59,28.28,52.24
1330,18.55,Other,High School,4.44,0.0,1.26,2.72,0.78,8.76,4.95,Poor,3.17,13.79,2.48,20.54,45.23
1331,22.63,Other,High School,1.85,3.12,1.63,1.34,0.56,7.4,5.33,Poor,4.31,11.57,2.3,15.04,19.95
1332,18.99,Female,High School,3.24,4.02,2.95,0.29,0.0,5.09,8.33,Good,3.65,12.0,1.29,19.95,32.65
1333,15.69,Female,High School,2.89,2.95,1.56,3.82,1.87,7.11,5.34,Average,2.33,4.56,7.24,16.1,17.3
1334,16.21,Other,High School,3.74,3.82,0.13,1.29,1.75,7.66,7.92,Good,5.99,23.37,2.72,27.49,45.3
1335,21.73,Male,High School,0.36,1.61,2.31,3.27,1.47,7.57,7.14,Average,3.93,6.92,0.03,0.77,8.08
1336,23.19,Other,High School,5.52,1.4,2.4,2.78,0.42,5.36,7.56,Good,7.0,17.29,15.81,33.3,54.6
1337,21.98,Male,High School,5.06,2.48,0.21,3.51,1.44,5.39,1.59,Average,5.81,24.82,10.19,38.66,42.91
1338,17.39,Male,High School,3.63,3.58,2.71,4.82,0.83,8.71,10.05,Good,10.57,2.41,15.29,21.38,46.03
1339,21.33,Male,High School,7.13,2.42,2.98,4.21,2.38,5.88,5.47,Good,6.84,30.3,27.18,35.9,66.1
1340,21.17,Male,High School,5.06,0.93,2.29,1.89,2.98,7.7,5.94,Good,5.31,14.88,25.5,30.13,38.01
1341,17.66,Male,High School,3.1,4.1,2.41,3.58,2.69,4.98,1.32,Good,9.75,16.22,16.56,26.71,35.15
1342,23.79,Male,High School,5.23,3.43,4.1,1.81,0.29,6.0,5.12,Good,1.2,16.57,2.81,27.77,36.38
1343,18.57,Female,High School,3.94,0.0,2.23,4.4,0.1,9.02,7.31,Poor,1.64,5.97,0.0,21.31,24.04
1344,16.92,Female,High School,4.44,1.25,1.52,4.08,2.62,7.87,7.16,Average,7.02,11.26,29.88,25.45,47.49
1345,24.44,Other,High School,5.27,2.13,2.04,4.75,0.0,8.91,1.95,Good,7.29,11.25,22.25,26.09,40.84
1346,18.11,Female,High School,1.62,3.58,1.81,4.49,0.07,7.85,3.36,Good,8.34,13.5,0.0,11.86,27.63
1347,19.05,Other,High School,5.09,1.11,2.04,3.13,0.84,7.87,11.83,Good,1.52,17.21,11.39,20.36,48.18
1348,17.59,Male,High School,2.93,3.63,1.49,5.6,1.53,5.71,3.59,Good,8.01,17.01,19.93,13.47,31.61
1349,17.71,Female,High School,6.0,3.49,3.2,5.69,0.82,7.57,7.68,Good,3.18,19.71,27.06,23.84,33.28
1350,18.81,Other,High School,5.0,0.0,0.63,1.62,0.38,9.71,13.56,Average,4.79,24.64,0.77,32.88,31.5
1351,20.6,Other,High School,7.07,4.47,0.85,2.62,3.97,4.31,2.62,Good,9.82,28.75,22.65,40.35,50.95
1352,21.15,Male,High School,4.95,5.36,0.0,0.27,1.77,4.68,5.23,Good,8.28,16.38,15.1,43.65,65.16
1353,23.37,Male,High School,2.9,0.49,1.54,4.17,0.0,6.87,1.41,Good,5.95,4.64,0.0,15.46,36.9
1354,19.62,Female,High School,6.07,1.36,2.32,5.03,0.24,6.75,11.05,Poor,1.31,18.88,35.55,13.01,50.93
1355,23.38,Female,High School,3.66,1.55,1.81,3.48,0.0,5.81,6.88,Poor,1.58,10.4,4.17,4.91,19.02
1356,22.66,Other,High School,5.54,4.74,2.46,2.49,3.06,6.38,3.96,Poor,7.34,21.47,13.9,37.96,35.59
1357,21.11,Other,High School,4.25,1.92,0.95,1.08,3.22,6.25,4.36,Poor,4.89,13.8,10.76,24.89,42.44
1358,20.54,Female,High School,4.97,2.07,4.03,3.26,2.83,6.32,3.13,Average,1.56,15.1,24.55,10.94,25.25
1359,17.05,Other,High School,5.3,2.09,3.29,2.56,2.28,7.0,3.35,Average,5.86,18.69,17.67,31.96,57.32
1360,16.75,Female,High School,4.22,3.76,1.71,1.93,0.99,6.49,9.55,Good,6.42,20.43,21.76,27.37,49.01
1361,18.3,Female,High School,7.85,1.38,1.93,2.67,0.03,8.06,1.86,Poor,5.76,35.84,1.95,53.47,69.25
1362,19.1,Female,High School,5.29,6.36,2.89,2.93,1.3,7.39,5.37,Good,2.96,20.26,0.0,24.53,37.48
1363,16.49,Other,High School,5.4,1.38,1.34,0.0,2.69,7.77,6.73,Poor,5.21,7.67,1.69,34.16,58.59
1364,21.94,Male,High School,3.99,1.44,2.42,3.52,0.98,6.94,4.22,Poor,6.52,13.82,2.0,27.89,43.89
1365,20.85,Other,High School,3.49,2.14,2.48,5.35,1.8,8.27,3.2,Good,1.81,2.58,23.36,9.07,20.2
1366,23.25,Other,High School,4.33,3.55,3.7,3.74,3.2,9.56,8.38,Poor,8.45,18.28,19.57,26.05,36.62
1367,21.7,Other,High School,3.19,1.18,3.63,2.99,0.91,5.54,6.3,Average,8.93,14.89,21.23,27.13,47.99
1368,21.02,Female,High School,7.97,1.48,1.46,1.82,1.14,7.33,8.06,Good,4.15,30.16,5.64,50.69,55.74
1369,19.64,Other,High School,8.55,0.47,1.38,4.3,2.62,5.99,7.45,Average,1.11,32.23,28.31,43.51,53.38
1370,19.65,Other,High School,7.0,0.79,1.17,5.06,2.16,7.54,2.71,Average,4.6,23.69,6.66,32.89,57.22
1371,18.4,Male,High School,3.43,1.43,3.58,3.17,0.93,6.12,4.15,Good,1.1,12.6,44.19,17.17,4.22
1372,18.03,Other,High School,7.01,2.6,2.03,1.29,3.64,8.94,4.6,Good,2.38,19.68,7.39,29.11,34.79
1373,19.47,Female,High School,5.1,2.08,2.13,2.1,3.26,5.37,5.4,Good,4.23,8.35,14.43,26.99,22.37
1374,24.83,Other,High School,5.75,1.72,1.91,2.59,2.4,6.38,9.87,Poor,6.43,13.43,24.52,40.75,62.65
1375,16.26,Female,High School,3.31,3.26,2.36,3.23,2.53,7.24,8.6,Good,1.07,2.78,16.71,6.78,28.9
1376,19.02,Male,High School,8.24,2.98,2.09,3.28,2.22,7.66,6.27,Poor,10.43,26.3,10.95,41.41,66.95
1377,16.91,Other,High School,5.71,1.32,1.49,5.83,1.02,5.48,1.42,Poor,4.06,23.45,15.53,24.85,50.77
1378,17.17,Other,High School,5.2,2.57,1.51,3.18,2.96,6.87,7.69,Average,9.19,5.48,15.03,29.38,59.2
1379,20.31,Male,High School,4.55,2.43,1.62,1.54,0.19,7.85,9.74,Good,6.21,11.65,24.04,15.05,46.06
1380,18.14,Other,High School,4.88,2.19,2.21,1.86,0.66,7.58,11.12,Good,8.5,21.89,15.48,39.94,68.54
1381,21.02,Other,High School,6.48,3.17,0.0,1.74,1.02,5.78,5.26,Good,4.21,29.14,68.34,40.74,25.17
1382,22.94,Female,High School,3.0,3.5,0.6,2.12,1.73,6.94,9.55,Poor,4.56,8.24,7.89,25.87,33.09
1383,17.45,Male,High School,4.79,2.19,1.51,2.69,2.68,6.09,9.15,Good,10.3,4.99,22.0,31.82,41.03
1384,23.55,Male,High School,4.32,1.99,2.45,2.57,3.31,8.78,8.37,Average,10.01,9.51,39.31,23.41,54.49
1385,20.01,Male,High School,7.05,2.55,3.17,0.62,2.12,8.09,5.14,Average,3.09,20.44,0.0,30.05,51.97
1386,19.75,Female,High School,6.06,1.07,0.0,3.3,2.77,8.33,2.64,Good,9.14,16.79,0.66,31.39,51.62
1387,15.86,Male,High School,2.28,0.99,0.0,4.68,1.58,5.69,7.61,Good,1.53,1.21,13.33,3.55,14.49
1388,18.79,Female,High School,5.0,5.18,0.0,5.04,1.07,8.31,6.6,Poor,4.92,17.87,1.56,19.9,26.93
1389,20.71,Male,High School,2.28,0.67,1.23,4.7,1.76,7.84,5.14,Poor,7.65,0.09,12.04,14.9,39.18
1390,16.42,Female,High School,6.0,2.4,0.93,1.1,2.76,9.17,6.67,Good,7.64,20.78,0.0,43.32,60.14
1391,24.58,Male,High School,7.9,1.76,3.01,3.09,0.46,6.82,1.52,Average,9.08,18.94,9.43,45.86,72.22
1392,16.15,Female,High School,2.48,4.33,0.87,3.81,0.88,6.28,8.38,Average,5.43,9.69,29.05,18.73,25.97
1393,20.41,Male,High School,5.09,2.32,2.13,5.05,3.89,8.71,7.36,Good,6.98,12.01,13.16,35.88,48.76
1394,16.56,Other,High School,3.24,4.43,1.17,3.31,1.47,7.89,1.86,Average,10.15,3.74,0.0,26.54,53.05
1395,20.71,Female,High School,5.39,2.0,1.92,1.24,1.35,5.83,6.45,Poor,0.79,19.74,20.29,17.15,35.58
1396,21.38,Male,High School,4.05,2.43,2.71,3.57,0.3,7.9,6.3,Good,7.61,5.65,12.86,36.88,36.75
1397,23.06,Female,High School,4.49,2.67,0.0,0.24,2.35,6.49,9.27,Good,9.99,18.24,3.66,32.95,57.67
1398,18.06,Male,High School,7.27,3.25,2.45,1.91,1.05,4.59,5.7,Poor,7.97,21.35,23.86,40.1,59.76
1399,19.56,Other,High School,4.51,3.96,1.47,2.84,1.15,6.63,8.55,Average,6.11,25.42,18.25,19.34,35.63
1400,16.01,Other,High School,4.58,0.35,4.54,2.61,2.61,7.9,4.53,Good,1.39,11.09,6.19,24.91,45.27
1401,21.64,Male,High School,5.79,1.85,2.85,2.3,0.92,8.45,4.76,Good,2.98,22.54,0.0,26.39,45.63
1402,18.23,Female,High School,4.51,0.14,1.57,3.98,1.77,8.05,7.7,Good,5.17,14.93,10.91,25.25,29.99
1403,20.56,Male,High School,5.0,0.44,2.11,1.41,1.83,9.5,4.97,Average,3.13,17.03,0.0,26.38,32.51
1404,17.55,Female,High School,1.61,1.03,1.11,4.87,1.28,6.55,2.87,Poor,10.38,0.0,1.04,12.83,27.64
1405,20.51,Other,High School,4.43,1.3,2.21,3.99,1.69,5.99,3.9,Average,9.17,9.55,0.0,32.09,47.12
1406,17.17,Male,High School,4.65,5.49,0.0,0.8,0.83,7.85,5.56,Good,6.44,27.14,0.0,30.85,45.97
1407,18.97,Other,High School,9.53,3.23,1.47,2.91,0.04,7.82,6.67,Poor,4.1,34.84,3.68,52.41,94.99
1408,17.49,Female,High School,4.12,1.42,1.06,3.86,1.11,7.9,5.66,Good,0.93,5.91,1.48,11.21,23.29
1409,20.39,Female,High School,1.28,1.11,1.1,2.25,1.32,6.42,8.72,Good,2.47,6.47,27.99,11.52,0.0
1410,20.12,Male,High School,0.39,3.49,1.12,3.08,0.17,4.45,7.55,Good,4.73,0.89,13.83,8.81,0.0
1411,17.29,Male,High School,4.38,2.49,2.53,2.64,0.0,6.32,6.89,Poor,10.65,5.74,16.76,30.17,35.76
1412,17.82,Female,High School,9.3,0.56,2.5,2.86,1.22,5.43,8.06,Average,7.98,25.27,42.0,57.04,74.86
1413,15.86,Male,High School,2.28,0.99,0.0,4.68,1.58,5.69,7.61,Good,1.53,1.21,13.33,3.55,14.49
1414,18.17,Other,High School,1.83,2.59,0.62,3.07,2.86,6.13,6.92,Average,2.66,0.59,22.22,12.98,15.01
1415,17.95,Male,High School,4.47,0.55,1.41,1.96,1.95,9.32,8.07,Good,5.07,5.13,0.0,10.96,35.66
1416,16.66,Other,High School,5.66,1.18,2.83,2.93,3.4,6.05,4.71,Good,3.6,20.39,3.66,34.99,45.19
1417,21.17,Male,High School,4.72,2.79,1.29,1.61,1.18,5.72,5.9,Good,3.09,17.55,12.41,27.3,51.06
1418,19.01,Other,High School,4.06,0.54,1.01,3.86,2.27,7.21,2.44,Good,9.3,2.99,0.0,23.0,35.0
1419,20.8,Other,High School,0.68,2.71,1.33,2.94,2.47,6.91,5.34,Average,8.46,0.0,11.23,7.72,14.1
1420,18.5,Male,High School,6.22,1.4,3.35,5.24,2.59,5.89,6.32,Average,2.9,23.59,31.18,23.35,60.78
1421,19.41,Male,High School,7.08,2.32,0.69,3.58,3.71,5.61,5.23,Good,9.68,36.33,11.81,48.18,64.02
1422,16.23,Male,High School,1.6,2.75,1.31,1.77,1.64,5.22,1.0,Good,5.46,0.22,0.13,20.18,18.1
1423,20.67,Female,High School,1.79,1.31,0.94,6.21,1.37,6.03,13.73,Poor,3.01,2.23,32.75,1.38,2.23
1424,24.84,Female,High School,2.36,3.14,4.64,5.86,1.5,7.97,5.93,Good,4.45,6.42,12.62,12.84,2.1
1425,21.66,Male,High School,9.72,3.51,2.36,1.35,1.54,9.3,8.5,Average,5.93,37.12,0.27,56.66,82.62
1426,15.34,Male,High School,2.7,0.96,0.51,2.77,3.19,8.65,4.92,Poor,2.97,9.49,4.19,17.3,20.18
1427,23.79,Female,High School,0.95,2.0,2.03,2.63,3.55,7.03,8.56,Average,3.82,0.41,7.76,7.79,11.16
1428,18.36,Other,High School,8.22,3.24,3.99,3.02,3.51,8.84,7.63,Average,5.51,26.98,18.17,36.57,51.17
1429,23.31,Male,High School,7.69,4.15,3.48,1.98,1.3,5.56,4.59,Poor,8.62,20.19,17.68,47.58,90.17
1430,22.48,Female,High School,6.39,3.04,3.1,1.73,2.55,5.51,4.52,Average,8.87,27.25,23.63,39.3,60.81
1431,25.05,Female,High School,5.72,0.15,1.18,5.14,2.63,5.81,9.09,Average,5.64,10.82,15.79,14.69,53.04
1432,17.8,Female,High School,3.24,2.03,2.65,2.33,3.08,7.45,6.66,Poor,4.89,18.15,7.46,22.78,27.32
1433,21.48,Other,High School,9.9,2.38,1.11,2.95,2.85,5.67,4.14,Average,2.67,32.85,2.47,46.11,76.31
1434,16.83,Female,High School,2.49,2.13,2.03,5.83,1.61,5.15,8.59,Average,2.25,0.1,33.52,1.32,1.7
1435,17.8,Male,High School,3.29,3.31,0.97,5.11,0.47,6.72,5.23,Good,9.81,9.24,4.29,27.9,38.17
1436,18.36,Male,High School,5.89,1.65,1.34,2.6,2.67,7.57,7.68,Good,5.52,19.05,2.37,28.2,55.98
1437,17.47,Other,High School,4.66,1.49,0.73,2.69,2.13,7.46,4.53,Average,2.61,10.29,6.68,22.26,20.89
1438,16.73,Other,High School,4.7,2.24,0.22,3.7,0.2,6.26,4.1,Poor,0.08,11.74,1.93,23.34,32.25
1439,19.11,Other,High School,2.81,1.3,2.38,3.98,1.59,9.44,6.47,Poor,8.76,0.0,17.22,23.65,64.55
1440,20.28,Female,High School,5.6,2.42,2.23,0.63,0.87,8.45,6.31,Average,5.82,22.06,3.97,26.98,39.36
1441,21.73,Female,High School,10.93,2.03,2.32,0.86,0.0,6.99,6.62,Average,1.93,31.23,2.97,51.18,72.51
1442,17.51,Female,High School,5.94,0.0,1.08,2.87,1.72,5.96,12.25,Average,5.14,18.87,30.28,33.21,54.59
1443,22.42,Female,High School,8.26,1.03,1.97,0.83,2.42,7.79,4.4,Good,5.11,28.79,1.24,50.26,70.45
1444,16.49,Female,High School,5.68,3.76,3.51,1.49,1.56,6.52,2.74,Good,9.35,29.33,0.84,39.73,73.61
1445,21.96,Female,High School,2.1,0.63,4.1,3.3,2.07,8.54,5.35,Poor,8.99,0.44,1.85,14.54,28.12
1446,17.61,Other,High School,3.27,1.45,1.23,0.99,3.43,5.45,5.84,Good,7.42,9.24,11.41,18.85,38.84
1447,17.43,Female,High School,2.71,2.47,1.48,0.54,3.88,5.79,2.72,Good,9.85,8.17,0.0,23.56,39.44
1448,22.18,Other,High School,4.21,1.05,0.51,4.41,1.96,8.81,4.6,Average,3.84,6.46,0.43,30.3,44.39
1449,17.68,Female,High School,3.5,4.21,4.11,3.52,0.71,6.7,4.97,Good,7.19,17.38,26.12,17.63,35.9
1450,23.19,Other,High School,7.08,3.64,3.27,2.39,0.93,9.77,4.41,Good,6.9,24.65,0.0,30.78,59.69
1451,17.23,Male,High School,5.08,0.49,3.31,6.19,1.84,7.61,2.45,Good,7.23,3.29,11.4,25.42,32.91
1452,21.33,Other,High School,3.07,2.15,1.82,2.98,3.06,8.68,1.56,Poor,7.41,8.68,5.56,23.33,35.65
1453,15.91,Female,High School,2.29,4.83,3.29,2.41,1.75,7.42,11.12,Poor,9.28,5.9,21.95,22.79,33.75
1454,16.58,Female,High School,2.32,0.72,1.92,2.81,1.74,5.76,12.33,Average,2.07,0.71,22.31,1.06,4.76
1455,20.77,Female,High School,1.81,2.63,2.15,2.88,1.14,5.81,6.28,Good,3.9,3.18,1.69,11.72,22.42
1456,18.62,Other,High School,2.35,2.42,2.6,3.61,1.29,7.88,7.03,Good,2.75,5.08,1.26,15.56,17.58
1457,15.3,Female,High School,4.91,1.1,1.47,3.53,2.18,5.86,6.38,Average,3.0,13.64,8.21,28.95,31.34
1458,16.59,Female,High School,6.14,2.76,1.85,2.78,1.63,4.89,7.53,Good,3.14,23.16,26.01,25.83,30.82
1459,18.95,Female,High School,5.04,2.73,2.49,4.2,1.66,6.2,4.79,Good,9.62,23.21,10.09,30.9,71.59
1460,21.19,Other,High School,5.85,3.88,1.74,2.64,2.47,7.7,5.52,Average,4.48,13.16,7.28,40.67,32.2
1461,16.73,Female,High School,3.74,3.9,2.72,1.78,0.9,9.21,7.01,Average,9.38,15.53,7.71,33.4,39.32
1462,20.76,Female,High School,5.27,1.55,2.81,2.31,3.48,6.36,3.2,Good,0.84,6.71,14.31,22.95,27.58
1463,23.6,Other,High School,5.08,0.34,2.09,1.19,3.24,10.07,3.17,Average,6.8,20.42,0.05,39.33,63.92
1464,15.99,Other,High School,5.53,1.81,1.72,3.24,3.12,7.89,10.24,Good,6.09,15.56,28.49,26.96,51.54
1465,17.52,Female,High School,7.19,3.09,3.28,2.27,1.99,6.97,4.34,Poor,3.45,29.3,11.92,36.18,41.45
1466,23.2,Female,High School,5.1,3.27,1.73,2.79,0.98,8.24,7.02,Good,1.9,11.17,13.47,28.03,27.62
1467,17.2,Male,High School,4.38,0.69,2.59,2.83,2.45,7.46,1.84,Poor,2.96,8.36,5.59,16.36,17.54
1468,24.12,Other,High School,5.01,2.61,0.71,4.02,0.0,6.64,5.24,Good,1.81,16.17,8.98,30.32,21.27
1469,21.8,Other,High School,7.16,3.96,1.55,5.9,2.61,5.69,2.9,Poor,4.09,23.23,15.69,29.44,51.64
1470,20.68,Male,High School,3.61,2.71,1.62,6.75,1.09,8.21,6.53,Poor,5.12,10.65,22.17,18.4,15.61
1471,18.7,Other,High School,5.54,1.41,1.56,1.2,1.22,8.37,9.43,Poor,0.96,21.54,8.12,29.46,46.26
1472,19.46,Male,High School,4.41,2.26,3.39,1.83,2.95,9.25,8.29,Good,9.87,10.86,0.16,31.35,44.51
1473,16.36,Female,High School,3.29,2.81,3.25,6.43,1.98,6.06,10.17,Good,4.9,0.0,36.29,9.67,28.11
1474,22.69,Female,High School,4.65,3.39,0.5,2.53,3.17,7.75,7.15,Good,2.93,10.19,17.25,14.39,30.3
1475,18.11,Female,High School,1.62,3.58,1.81,4.49,0.07,7.85,3.36,Good,8.34,13.5,0.0,11.86,27.63
1476,15.93,Male,High School,4.63,2.37,0.17,2.53,3.41,6.1,3.95,Good,2.92,6.04,12.18,16.74,25.83
1477,22.65,Other,High School,6.76,3.96,0.46,5.77,1.41,9.34,4.73,Good,0.22,19.95,6.04,11.76,49.44
1478,22.88,Male,High School,5.35,3.02,3.83,4.88,0.0,5.82,4.06,Poor,6.09,1.33,10.52,26.82,57.47
1479,20.61,Male,High School,5.53,2.97,1.82,3.31,2.69,6.61,10.84,Poor,1.35,7.15,19.96,21.47,47.79
1480,18.89,Male,High School,8.68,1.69,2.58,2.34,0.32,4.17,4.91,Poor,0.72,28.83,14.99,37.0,70.23
1481,18.25,Other,High School,2.32,2.76,2.2,2.52,2.88,5.87,6.51,Good,2.18,15.36,37.37,13.02,5.51
1482,16.03,Other,High School,0.48,1.11,1.24,1.97,1.9,7.23,6.25,Average,4.5,2.34,0.0,9.5,4.2
1483,16.9,Male,High School,5.18,1.15,1.55,2.86,1.17,6.94,10.24,Average,2.57,19.46,13.14,21.62,44.74
1484,16.48,Male,High School,2.58,3.0,0.0,4.95,2.74,8.91,9.92,Poor,8.88,13.77,9.97,24.1,32.96
1485,21.02,Female,High School,7.97,1.48,1.46,1.82,1.14,7.33,8.06,Good,4.15,30.16,5.64,50.69,55.74
1486,20.85,Male,High School,4.22,2.73,3.27,0.43,2.96,7.21,5.18,Average,1.45,15.66,2.82,23.01,42.82
1487,18.46,Other,High School,5.17,2.12,0.0,2.87,2.46,6.24,9.85,Poor,9.67,11.1,17.43,36.49,25.38
1488,18.63,Male,High School,0.15,0.98,0.72,1.48,3.64,6.06,6.64,Good,9.51,0.11,6.61,14.78,20.35
1489,19.01,Female,High School,2.83,2.33,1.12,2.7,2.05,7.29,8.73,Poor,10.23,0.62,24.85,17.48,36.07
1490,18.7,Female,High School,3.92,1.31,1.08,2.66,1.88,6.65,3.98,Good,8.77,4.51,3.05,29.79,37.16
1491,18.13,Other,High School,4.76,1.12,3.12,2.71,3.08,7.43,13.43,Poor,4.94,11.04,26.17,34.1,45.02
1492,21.45,Other,High School,5.55,1.9,2.28,3.51,1.26,6.42,4.58,Good,7.69,10.1,10.29,30.17,66.23
1493,21.26,Male,High School,6.34,2.3,1.0,3.15,1.5,6.54,5.58,Poor,9.03,17.45,0.0,34.59,46.28
1494,20.71,Female,High School,5.39,2.0,1.92,1.24,1.35,5.83,6.45,Poor,0.79,19.74,20.29,17.15,35.58
1495,17.74,Other,High School,7.03,1.03,2.55,2.73,1.94,8.68,7.14,Good,0.77,24.77,9.65,22.81,50.83
1496,16.18,Female,High School,4.25,4.29,0.0,3.03,2.25,7.49,7.01,Poor,6.35,16.3,11.08,14.68,43.56
1497,16.9,Male,High School,2.62,0.65,3.13,1.55,0.6,3.83,8.2,Average,1.06,11.35,30.0,5.09,1.74
1498,19.68,Female,High School,2.88,2.67,2.24,1.87,2.95,6.99,9.5,Poor,2.0,7.13,19.48,6.88,20.45
1499,20.14,Male,High School,7.46,1.33,2.47,1.49,2.42,6.43,6.07,Good,7.74,12.3,8.16,47.66,67.13
1500,17.21,Female,High School,1.69,1.17,2.95,2.67,0.94,7.63,2.41,Average,2.82,0.0,0.0,8.79,16.66
1501,18.52,Other,High School,3.53,2.9,2.04,3.81,2.03,7.72,8.35,Average,4.64,4.39,32.14,8.06,19.99
1502,20.18,Male,High School,2.78,3.15,1.56,4.85,0.9,10.12,10.54,Good,4.07,0.0,3.82,15.31,14.91
1503,19.65,Other,High School,4.42,2.63,0.87,3.77,1.17,5.74,8.62,Average,2.56,7.55,3.25,13.8,25.91
1504,19.18,Female,High School,6.63,0.0,2.83,1.56,4.36,6.41,1.24,Average,4.77,21.84,4.33,36.32,61.36
1505,17.4,Other,High School,4.85,0.42,1.93,1.64,0.75,4.34,4.12,Poor,4.29,10.74,15.77,25.86,48.38
1506,19.5,Female,High School,3.98,2.23,0.18,4.0,0.65,9.74,3.68,Poor,7.2,12.33,0.0,28.49,24.96
1507,17.02,Male,High School,6.22,1.4,2.26,1.49,0.0,7.29,12.17,Average,7.97,24.6,10.99,48.2,68.34
1508,16.41,Female,High School,3.49,0.0,3.93,2.28,0.0,6.65,7.56,Poor,5.46,13.1,21.63,27.0,37.35
1509,16.07,Other,High School,2.13,0.0,3.05,3.09,4.09,6.73,7.58,Poor,5.11,5.53,28.91,7.72,12.59
1510,18.75,Male,High School,5.4,3.01,3.15,6.02,0.58,6.58,5.11,Average,3.87,20.27,26.71,15.56,24.7
1511,23.48,Male,High School,4.26,2.19,3.23,3.35,0.74,5.16,6.38,Poor,8.37,9.54,26.06,24.07,55.81
