student_id,age,gender,academic_level,study_hours,self_study_hours,online_classes_hours,social_media_hours,gaming_hours,sleep_hours,screen_time_hours,exercise_minutes,caffeine_intake_mg,part_time_job,upcoming_deadline,internet_quality,mental_health_score,focus_index,burnout_level,productivity_score,exam_score
932,23,Male,High School,5.99,2.38,1.65,4.61,1.19,8.25,3.79,102,500,1,1,Poor,2,14.05,13.55,23.3,33.859320673977
933,20,Female,High School,4.56,2.72,0.83,4.4,1.33,4.0,3.86,65,250,1,0,Average,2,16.88,8.1,13.58,26.023000802353568
934,19,Other,High School,3.86,0.0,2.32,2.96,0.7,9.89,4.56,117,51,0,1,Poor,3,13.05,2.56,21.14,34.12677186413479
935,19,Other,High School,5.47,3.93,2.59,3.43,0.87,8.97,5.49,145,283,0,1,Poor,9,16.86,3.26,34.38,62.34287242578229
936,24,Male,High School,3.62,1.73,1.17,3.0,1.92,7.25,9.45,99,177,1,1,Poor,7,7.13,17.41,24.07,29.138807167691894
937,18,Female,High School,4.19,1.61,2.08,2.01,1.81,7.54,1.86,94,70,1,0,Good,1,21.72,0.0,22.94,39.14148167959347
938,16,Other,High School,4.91,1.47,3.54,3.13,2.01,7.82,3.45,40,0,1,0,Poor,4,9.76,20.74,31.06,45.11901577962022
939,20,Other,High School,0.72,3.5,0.01,0.77,2.05,5.79,4.76,91,123,1,1,Average,3,7.61,8.44,7.92,9.735223321743781
940,20,Female,High School,4.9,1.27,2.22,2.61,3.24,7.85,6.14,74,36,0,1,Poor,6,21.98,22.61,38.1,55.99090665953463
941,19,Male,High School,3.6,3.1,0.21,2.92,1.79,6.39,6.23,67,487,0,1,Average,9,15.17,0.0,21.07,41.34795399839529
942,21,Male,High School,4.17,0.72,2.64,4.52,1.17,7.97,8.62,102,113,0,1,Good,8,11.59,10.18,23.18,41.44156191495052
943,16,Male,High School,7.44,0.39,2.3,1.9,1.23,7.65,2.46,64,102,1,1,Average,1,28.22,0.0,37.16,70.48676116608719
944,23,Female,High School,3.09,0.94,2.56,1.02,2.79,6.39,2.99,150,0,1,1,Poor,6,2.76,12.3,25.25,37.71061781224926
945,19,Male,High School,4.17,2.09,3.71,3.16,1.79,7.51,8.32,67,154,1,0,Good,6,14.21,24.58,22.87,38.07167691896229
946,16,Male,High School,1.33,2.28,4.41,1.45,1.41,5.06,3.7,150,337,1,1,Good,10,1.64,33.6,16.49,30.074886333244184
947,25,Other,High School,5.91,1.82,0.01,1.9,0.52,5.96,11.12,36,445,0,0,Poor,6,31.04,7.62,36.89,39.007756084514575
948,16,Other,High School,4.74,2.87,2.95,1.39,1.35,6.59,8.82,132,388,1,1,Good,7,17.22,15.03,35.15,45.76089863599893
949,22,Other,High School,4.26,1.08,1.2,5.59,2.06,4.98,8.16,23,190,1,1,Good,5,5.9,24.63,14.59,27.213158598555765
950,19,Male,High School,0.0,2.47,2.39,3.5,0.25,5.92,2.67,25,397,0,0,Average,1,6.94,17.61,1.0,1.337255950788981
951,18,Other,High School,5.21,1.08,1.97,3.61,2.82,6.83,6.94,113,367,0,0,Good,5,16.43,24.98,28.37,37.563519657662475
952,20,Other,High School,5.53,1.46,0.85,2.59,0.61,7.84,4.62,150,162,1,0,Average,7,20.4,0.0,22.1,46.108585183204056
953,19,Other,High School,4.0,1.49,3.71,4.32,0.94,7.22,5.99,105,377,0,0,Good,5,20.76,36.5,11.92,13.238833912810913
954,17,Male,High School,2.61,1.45,1.97,1.88,1.07,7.57,5.41,88,0,1,0,Poor,2,7.81,0.0,16.28,1.337255950788981
955,19,Male,High School,3.93,0.93,2.73,0.47,0.3,8.95,7.82,150,186,1,0,Average,7,11.42,4.61,38.57,42.79219042524739
956,21,Male,High School,2.21,1.6,3.02,1.86,0.63,7.32,9.35,76,259,1,1,Good,8,16.49,5.4,12.98,20.46001604707141
957,23,Male,High School,5.44,2.28,1.33,1.92,2.73,8.77,9.28,58,201,0,1,Good,7,24.3,4.86,27.3,42.76544530623161
958,21,Other,High School,5.05,2.93,2.06,3.82,1.41,9.14,9.06,132,200,0,0,Poor,2,16.11,15.16,16.38,20.11232949986627
959,22,Male,High School,8.62,0.14,1.7,4.68,3.42,7.4,1.0,84,140,1,1,Poor,8,20.69,11.07,38.8,46.99117411072479
960,21,Female,High School,1.53,4.35,2.19,2.91,1.38,8.9,6.39,63,451,1,0,Average,9,6.19,14.39,18.53,19.13613265579032
961,16,Female,High School,3.95,1.02,4.0,3.72,0.1,6.87,1.0,88,177,1,0,Average,8,13.51,13.7,23.04,36.50708745653918
962,24,Other,High School,3.16,2.59,1.35,3.69,2.56,7.67,4.37,150,297,1,0,Poor,1,13.28,3.95,2.85,14.201658197378977
963,22,Male,High School,5.01,0.25,4.34,1.99,2.44,5.56,7.98,46,190,0,1,Poor,6,5.5,31.23,20.46,47.69991976464296
964,18,Female,High School,8.22,2.33,1.29,3.08,0.65,8.82,8.68,0,77,1,0,Poor,6,36.5,0.0,41.42,73.38860657929928
965,22,Male,High School,5.47,2.19,1.73,2.38,1.25,4.0,4.15,105,0,1,0,Good,10,13.21,11.4,45.21,40.06418828563787
966,18,Male,High School,3.65,1.83,1.1,3.63,1.67,7.83,3.88,92,0,0,1,Average,3,3.08,0.0,14.62,28.443434073281626
967,17,Other,High School,5.04,1.45,1.87,2.5,1.99,6.52,8.16,59,178,0,1,Good,6,13.8,6.04,31.56,49.93313720246056
968,17,Female,High School,5.08,3.93,1.68,1.87,0.4,6.95,6.07,0,417,1,1,Good,5,11.89,0.0,29.21,42.0032094142819
969,16,Male,High School,6.14,2.54,0.99,4.05,0.84,7.01,8.41,58,354,0,0,Poor,10,23.03,9.49,37.57,55.49612195774271
970,19,Male,High School,5.92,2.53,1.58,3.76,2.22,10.0,7.34,150,60,0,0,Poor,2,23.39,7.65,34.14,33.68547740037443
971,20,Other,High School,3.98,0.91,2.35,1.9,0.74,5.92,6.61,120,23,1,1,Good,6,12.26,1.61,21.04,32.909868948916824
972,19,Other,High School,3.11,2.0,2.39,2.02,2.74,9.38,11.98,59,141,1,0,Good,4,10.37,13.97,14.02,25.073549077293393
973,19,Male,High School,5.0,0.26,1.1,4.19,1.25,7.26,5.01,150,161,0,0,Poor,8,8.89,8.27,35.32,35.58438085049478
974,18,Other,High School,6.52,1.25,1.32,5.51,1.72,6.57,1.0,111,180,1,0,Average,10,22.37,21.49,37.98,40.79967905857181
975,19,Male,High School,8.03,3.56,1.03,6.6,1.18,6.45,6.81,4,360,1,0,Good,2,26.35,14.09,33.75,46.76384059909066
976,18,Male,High School,3.46,1.01,0.0,1.07,1.47,6.48,1.73,67,0,1,1,Poor,8,13.44,0.0,20.55,40.49211018989035
977,19,Female,High School,7.58,1.49,1.95,0.64,2.85,6.93,6.03,46,52,0,0,Average,3,28.66,5.08,36.96,64.79005081572613
978,18,Female,High School,3.61,3.06,2.01,0.58,1.08,6.17,9.3,69,55,1,1,Good,4,19.28,0.0,25.65,34.31398769724525
979,24,Male,High School,1.71,1.9,0.48,3.2,1.37,6.76,1.43,99,417,1,1,Poor,6,4.86,0.0,19.67,33.016849424979945
980,22,Male,High School,6.65,2.81,3.2,5.43,1.79,5.57,10.71,61,178,0,1,Average,9,19.56,45.11,33.95,48.83658732281359
981,17,Female,High School,6.73,2.3,0.53,1.53,1.6,8.57,4.26,150,362,0,0,Good,1,35.09,0.0,41.26,42.69858250869216
982,19,Female,High School,3.47,1.89,1.01,3.41,2.08,6.73,8.68,31,0,1,1,Good,9,0.0,7.86,17.95,31.278416688954263
983,23,Other,High School,3.76,2.94,0.43,2.04,2.48,4.55,4.09,109,53,1,0,Poor,7,16.42,7.87,22.5,46.13533030221985
984,20,Male,High School,3.24,1.19,1.94,5.64,1.33,6.16,6.71,136,218,1,0,Good,9,2.79,37.77,12.0,31.345279486493716
985,17,Other,High School,0.81,0.65,0.95,1.67,2.95,5.54,9.28,114,80,0,1,Average,1,6.11,12.05,1.0,1.337255950788981
986,20,Female,High School,5.1,2.65,3.85,2.27,2.17,4.8,9.02,49,202,0,1,Poor,9,23.78,32.9,29.64,49.43835250066863
987,17,Other,High School,3.5,0.0,2.76,2.48,0.45,4.37,3.75,142,167,1,0,Poor,1,13.11,18.7,7.97,16.274404921101898
988,22,Female,High School,2.42,1.22,3.23,2.01,0.07,4.27,4.91,116,470,1,0,Average,8,13.48,15.05,17.76,34.942497994116074
989,22,Male,High School,5.29,1.54,1.18,3.92,1.43,6.43,7.43,59,0,1,0,Average,3,23.02,20.11,28.09,29.633591869483816
990,20,Female,High School,5.51,3.63,1.0,2.43,2.52,8.54,5.14,131,323,1,0,Good,3,20.08,0.7,29.42,50.895961487028615
991,21,Other,High School,6.85,3.09,1.35,1.67,2.76,9.19,7.46,33,180,1,0,Average,9,28.37,0.0,43.79,55.389141481679594
992,17,Male,High School,2.2,0.45,1.63,2.1,0.93,9.22,3.3,139,268,1,0,Good,7,7.88,0.0,22.85,21.89087991441562
993,17,Female,High School,3.93,1.66,3.14,3.27,1.5,5.61,7.38,31,453,0,0,Good,5,7.71,24.61,12.97,30.663278951591334
994,18,Female,High School,2.83,5.04,1.83,4.54,0.63,4.38,4.48,68,16,1,1,Good,6,16.29,38.35,15.83,34.03316394757957
995,16,Male,High School,2.57,3.51,1.68,2.4,1.36,6.72,5.32,85,313,1,1,Average,8,1.4,5.27,26.96,25.528216100561647
996,22,Male,High School,2.76,2.32,0.12,3.45,0.6,5.41,8.37,109,92,0,0,Good,8,8.75,21.99,15.41,33.163947579566724
997,20,Male,High School,4.41,0.79,3.42,1.32,0.93,7.93,5.01,51,446,0,0,Poor,1,9.77,9.39,20.0,36.2128911473656
998,16,Other,High School,3.39,0.29,0.0,3.99,2.4,8.59,6.1,138,119,1,0,Average,6,6.53,0.0,19.67,10.323615940090933
999,18,Female,High School,2.23,3.91,2.0,0.08,1.52,5.83,6.78,68,260,1,1,Good,3,18.13,7.01,17.14,30.24872960684675
1000,20,Other,High School,8.57,0.12,1.07,3.82,2.65,5.92,7.4,134,262,0,1,Average,1,32.02,26.99,42.96,50.40117678523669
1001,21,Female,High School,4.94,2.09,1.86,2.27,1.4,5.86,6.25,60,187,1,0,Poor,1,19.69,20.42,17.08,35.865204600160475
1002,21,Female,High School,2.79,2.17,1.88,0.65,1.97,7.15,2.72,107,334,1,0,Good,10,0.0,0.97,27.04,28.991709013105105
1003,23,Male,High School,4.26,1.15,1.51,5.05,2.21,4.8,11.01,39,42,1,1,Good,6,13.2,19.63,20.68,18.29366140679326
1004,16,Female,High School,1.78,0.86,3.17,4.1,1.94,5.29,7.16,134,223,1,0,Poor,1,6.56,24.11,1.0,8.224124097352234
1005,18,Male,High School,3.27,1.79,0.0,2.14,1.85,7.78,5.82,123,143,1,1,Poor,5,9.77,13.68,17.71,26.531158063653383
1006,17,Other,High School,2.45,0.71,1.46,5.95,1.34,6.35,6.87,93,473,0,0,Poor,10,0.0,23.68,26.76,14.62958010163145
1007,22,Female,High School,4.43,3.92,4.07,2.92,1.69,6.69,6.08,37,176,0,1,Poor,1,15.29,29.44,19.17,39.54265846483017
1008,16,Other,High School,3.22,2.39,4.42,5.22,1.88,8.32,8.54,75,320,0,1,Poor,10,2.64,44.93,8.57,26.156726397432468
1009,17,Female,High School,2.67,0.57,1.03,1.72,1.61,7.29,1.0,21,181,0,1,Good,9,8.8,0.0,22.78,22.39903717571543
1010,19,Other,High School,3.05,1.31,1.66,2.57,1.08,5.82,9.49,124,61,1,0,Average,7,4.47,21.45,18.38,29.45974859588125
1011,16,Female,High School,6.64,1.64,2.05,3.23,1.38,10.0,4.7,138,0,0,1,Good,2,27.15,21.66,29.55,42.59160203262905
1012,19,Male,High School,2.69,0.0,3.12,4.56,2.42,8.56,2.12,35,334,0,0,Good,6,0.0,5.6,20.35,7.114201658197379
1013,24,Female,High School,5.08,1.96,0.0,2.34,1.39,8.66,7.08,66,500,1,1,Average,1,19.07,0.0,28.4,47.12489970580369
1014,23,Female,High School,6.05,0.12,0.96,5.68,2.52,9.29,11.04,91,69,1,0,Poor,2,14.24,21.66,16.89,19.978603904787377
1015,17,Female,High School,4.57,3.3,0.83,2.9,0.93,8.82,7.61,73,213,1,0,Good,3,18.08,0.0,17.97,37.12222519390211
1016,19,Female,High School,5.08,2.82,2.92,0.6,1.44,6.82,11.92,150,229,1,0,Poor,4,15.57,19.86,28.08,33.28430061513774
1017,18,Other,High School,3.58,0.14,3.15,2.21,3.43,6.17,7.56,15,293,1,0,Average,1,9.19,18.63,16.82,33.163947579566724
1018,17,Male,High School,6.04,3.88,4.04,1.77,0.23,5.9,5.09,143,500,1,0,Poor,2,24.12,25.91,27.15,46.09521262369618
1019,22,Male,High School,5.16,2.58,0.76,2.93,0.63,8.31,7.72,44,337,1,1,Average,6,11.97,2.15,29.51,34.220379780690024
1020,21,Male,High School,5.03,1.44,2.32,3.25,2.06,6.52,9.28,66,282,1,1,Good,6,19.04,38.08,27.86,34.648301684942496
1021,23,Female,High School,3.46,3.04,0.48,2.29,1.95,6.81,9.48,75,374,0,1,Poor,4,9.12,8.07,26.98,28.282963359186947
1022,22,Male,High School,6.76,1.42,0.87,3.21,0.28,6.28,5.37,41,409,0,1,Average,5,24.44,0.0,35.84,44.03583845948114
1023,19,Female,High School,5.25,2.54,3.56,1.83,0.44,6.62,8.15,85,157,1,1,Good,4,19.47,0.62,21.2,47.16501738432736
1024,18,Male,High School,7.0,3.09,1.34,4.28,2.52,6.95,6.58,131,237,1,0,Good,3,15.3,0.0,30.74,42.604974592136934
1025,19,Other,High School,5.08,1.45,3.11,3.15,0.95,7.74,9.31,11,296,0,0,Poor,1,14.01,14.93,21.08,33.83257555496122
1026,20,Female,High School,2.67,2.83,2.37,1.5,1.16,6.69,9.67,79,72,1,0,Poor,4,7.07,25.25,13.63,17.852366943032898
1027,18,Male,High School,5.94,2.45,0.95,2.95,3.68,7.12,2.95,139,25,1,0,Poor,3,17.91,0.0,28.52,39.56940358384595
1028,17,Other,High School,5.0,1.51,2.73,1.46,0.0,6.1,10.54,94,0,1,1,Average,6,12.37,19.01,32.3,52.634394223054294
1029,23,Male,High School,4.97,0.44,1.28,4.23,1.52,5.32,5.55,0,204,0,1,Poor,6,22.04,9.57,27.98,28.24284568066328
1030,20,Male,High School,2.11,1.64,0.98,2.16,1.85,7.97,8.19,34,115,0,1,Poor,1,3.76,1.6,6.21,12.489970580369082
1031,20,Male,High School,6.31,2.15,0.18,2.19,4.7,5.36,4.59,95,124,0,1,Poor,2,22.87,11.6,26.78,33.61861460283498
1032,20,Female,High School,6.17,3.43,2.13,3.61,1.31,5.04,4.92,129,391,0,0,Good,5,28.52,15.2,34.3,45.948114469109385
1033,22,Male,High School,2.59,3.75,1.89,2.13,1.76,6.64,4.93,78,43,1,1,Poor,10,6.36,0.0,16.35,30.19523936881519
1034,21,Female,High School,8.04,1.31,2.23,2.05,1.29,6.93,8.11,150,362,0,0,Good,5,30.62,6.02,50.78,54.60016047071409
1035,20,Female,High School,5.07,1.49,2.07,4.1,1.98,9.09,5.85,30,225,1,0,Average,8,8.01,0.0,31.62,28.443434073281626
1036,19,Male,High School,1.84,2.64,1.83,1.69,2.31,6.35,5.21,66,280,0,0,Good,5,10.85,0.77,18.16,14.188285637871086
1037,25,Other,High School,4.63,3.43,1.65,3.15,1.66,6.78,9.4,77,500,0,1,Good,10,13.94,24.55,35.16,39.04787376303824
1038,19,Female,High School,7.0,3.69,3.79,3.99,0.4,8.56,2.58,78,75,0,1,Good,4,27.62,28.9,39.33,52.62102166354641
1039,19,Male,High School,2.31,2.13,1.66,2.45,1.15,8.64,9.0,91,307,1,0,Good,3,1.94,8.56,19.08,29.486493714897033
1040,21,Female,High School,6.37,3.48,0.89,2.85,0.68,9.64,1.43,148,272,0,0,Poor,6,31.5,0.0,31.75,60.1096549879647
1041,25,Male,High School,4.36,1.4,0.62,3.58,0.11,6.48,14.0,103,227,0,0,Average,2,11.87,3.32,20.12,20.15244717838994
1042,19,Female,High School,4.69,2.03,1.01,1.09,2.21,6.45,4.88,150,44,1,0,Poor,3,5.25,0.0,23.23,32.58892752072747
1043,21,Female,High School,4.94,0.89,2.44,4.65,1.25,7.95,5.34,107,261,0,0,Average,3,10.66,20.79,23.66,26.70500133725595
1044,17,Other,High School,1.71,1.28,0.61,0.29,1.2,9.26,6.49,17,392,0,1,Average,3,3.13,0.0,12.87,11.527146295801014
1045,22,Other,High School,4.95,2.35,2.63,5.42,3.78,7.16,6.89,112,277,1,0,Good,6,7.27,29.55,19.42,26.81198181331907
1046,18,Male,High School,5.16,2.01,2.36,3.52,2.42,7.68,1.78,102,234,0,0,Average,2,18.14,0.0,26.35,33.71222251939021
1047,20,Other,High School,2.79,2.33,1.14,1.23,1.46,5.32,11.58,32,0,1,1,Average,2,7.51,12.62,9.23,21.9176250334314
1048,19,Male,High School,5.16,2.99,2.82,1.57,1.9,7.31,5.75,132,421,1,1,Average,5,15.45,30.1,31.08,40.4252473923509
1049,21,Female,High School,4.61,1.4,1.12,3.25,0.95,5.66,4.52,81,500,1,0,Average,10,19.3,17.92,31.48,42.0032094142819
1050,16,Other,High School,0.23,2.05,1.46,1.31,2.06,6.27,5.53,142,300,1,0,Poor,8,5.04,3.5,12.99,12.316127306766516
1051,17,Male,High School,3.83,1.83,2.06,1.97,1.7,8.69,7.26,150,69,0,1,Good,5,5.5,0.0,11.03,34.581438887403046
1052,20,Male,High School,5.78,1.54,2.16,3.25,0.6,6.58,9.89,65,365,0,1,Poor,1,25.19,17.27,30.08,55.375768922171694
1053,21,Male,High School,5.96,2.76,1.55,4.06,2.72,6.46,10.97,124,98,0,0,Poor,2,7.08,19.6,20.65,44.16956405456005
1054,20,Other,High School,4.33,3.16,0.71,4.25,3.15,6.13,3.81,59,50,1,0,Poor,10,11.25,3.7,33.69,29.941160738165284
1055,19,Male,High School,4.27,3.27,1.26,4.47,0.64,5.07,2.36,110,500,1,0,Poor,3,17.38,0.0,21.36,22.867076758491578
1056,18,Female,High School,5.97,1.63,0.98,4.16,2.19,4.54,2.83,88,0,0,0,Good,9,0.0,17.08,32.12,44.06258357849693
1057,17,Other,High School,6.75,2.54,3.09,7.05,3.24,6.89,9.97,125,70,0,1,Average,7,14.36,35.29,38.64,55.710082909868945
1058,22,Other,High School,2.76,1.2,2.26,5.74,1.36,6.83,8.02,89,308,0,0,Average,1,4.3,17.26,1.84,9.293928857983417
1059,16,Female,High School,4.96,2.46,2.56,0.9,2.12,9.01,3.23,87,318,1,1,Good,1,13.76,0.0,18.95,26.35731479005082
1060,23,Female,High School,5.36,1.92,1.89,2.32,1.42,6.87,7.76,73,187,0,1,Good,2,18.29,5.2,26.98,31.479005081572613
1061,18,Other,High School,5.54,1.62,3.97,3.43,1.19,7.67,6.3,81,321,0,1,Good,5,14.93,17.43,22.67,31.73308371222252
1062,22,Female,High School,4.73,1.98,0.57,1.1,1.04,5.76,7.85,18,0,0,0,Average,5,15.34,0.0,32.87,33.792457876437545
1063,19,Other,High School,2.44,0.86,1.96,1.95,0.33,7.31,7.2,119,221,1,1,Poor,4,1.25,0.0,12.3,12.984755282161005
1064,16,Female,High School,3.92,2.84,4.13,1.72,1.92,5.59,9.75,130,267,1,0,Poor,5,16.15,26.94,28.74,30.14174913078363
1065,20,Male,High School,1.69,3.24,2.11,2.05,0.02,5.95,2.05,135,281,0,1,Good,10,9.88,0.0,26.5,35.397165017384324
1066,16,Female,High School,4.86,3.32,2.88,2.19,2.8,6.88,2.67,34,0,1,1,Average,2,19.05,19.12,24.74,36.707675849157525
1067,17,Male,High School,3.58,2.78,3.42,2.72,0.49,5.73,9.85,121,469,1,1,Average,3,15.25,28.4,12.97,28.577159668360526
1068,21,Female,High School,3.47,1.22,0.0,4.24,1.36,8.18,7.66,98,0,0,1,Poor,4,10.43,7.99,13.82,19.296603369884995
1069,16,Male,High School,3.31,1.56,1.17,3.51,1.02,8.5,4.43,150,422,0,1,Poor,8,11.72,0.0,28.88,30.43594543995721
1070,22,Male,High School,5.83,2.59,2.8,3.33,2.04,6.81,5.28,110,429,0,1,Poor,8,23.65,8.37,35.04,49.42497994116074
1071,17,Female,High School,3.17,3.28,2.7,1.81,1.65,6.41,5.45,79,144,0,0,Good,8,9.19,6.38,21.97,25.835784969243115
1072,21,Male,High School,4.52,3.33,2.35,3.63,0.61,4.25,5.16,46,161,1,0,Poor,10,3.83,24.31,28.67,30.14174913078363
1073,18,Male,High School,2.21,0.67,1.43,0.43,1.7,7.13,3.9,40,332,1,1,Poor,3,6.6,0.0,8.88,15.070874565391815
1074,23,Female,High School,3.59,1.01,0.0,2.96,0.0,8.29,7.74,150,101,1,1,Average,10,4.71,0.0,31.04,19.965231345279484
1075,19,Female,High School,2.93,2.15,1.97,3.29,2.13,5.96,10.4,88,233,1,0,Average,7,5.43,30.27,12.44,25.220647231880182
1076,18,Female,High School,6.49,0.0,1.21,5.91,0.94,7.5,8.34,22,248,1,0,Average,4,17.29,25.22,32.99,47.191762503343135
1077,22,Male,High School,6.22,2.21,2.95,3.82,1.99,7.95,7.92,22,346,1,1,Poor,2,21.28,17.73,28.59,45.172506017651784
1078,18,Other,High School,4.79,0.92,1.83,0.62,1.37,6.25,1.1,72,202,1,0,Poor,9,12.2,0.4,34.2,48.84995988232148
1079,17,Male,High School,3.08,3.94,0.67,4.24,0.89,6.32,5.89,100,0,0,1,Good,10,8.16,3.8,27.07,34.75528216100561
1080,22,Other,High School,0.27,3.26,1.81,1.31,2.19,7.79,5.23,77,92,1,1,Average,8,15.54,11.02,14.81,21.155389141481677
1081,22,Male,High School,9.12,0.49,3.78,3.54,0.48,9.02,5.34,32,192,1,1,Average,4,35.26,3.1,40.88,46.22893821877507
1082,20,Male,High School,5.93,3.73,1.69,3.65,2.18,6.08,10.24,141,67,0,0,Average,4,20.12,20.06,23.9,49.43835250066863
1083,22,Male,High School,2.17,2.6,2.49,3.59,1.51,6.07,5.97,42,116,0,0,Poor,10,8.32,17.08,15.32,29.085316929660337
1084,20,Female,High School,4.53,0.99,2.29,3.4,0.69,7.56,6.48,94,211,0,1,Good,1,15.97,5.23,19.89,24.338058304359453
1085,23,Other,High School,4.9,0.72,1.53,2.07,0.78,7.37,7.23,131,212,0,1,Poor,3,12.88,0.06,20.99,20.6071142016582
1086,17,Other,High School,4.04,0.05,0.0,4.23,1.6,6.02,4.52,63,250,0,0,Average,2,12.23,18.06,16.51,5.8571810644557365
1087,21,Male,High School,7.49,2.03,1.56,3.42,2.79,5.55,2.71,58,73,1,1,Average,5,23.72,9.63,30.69,51.60470714094678
1088,21,Other,High School,6.05,0.27,5.0,4.05,1.79,5.86,9.24,74,285,0,1,Poor,3,5.11,60.47,27.14,30.649906392083448
1089,21,Male,High School,2.78,1.46,1.19,3.83,3.52,9.47,9.86,102,230,0,1,Average,3,10.05,18.65,18.36,22.920566996523135
1090,17,Male,High School,9.11,1.12,2.38,2.87,2.31,6.48,4.49,44,242,1,0,Average,7,16.63,15.92,54.28,71.58331104573415
1091,19,Male,High School,3.47,3.98,1.27,2.53,0.0,4.0,4.81,75,336,1,0,Average,7,22.13,0.0,23.24,33.51163412677186
1092,21,Male,High School,5.13,1.29,1.33,0.73,0.42,6.57,6.47,72,196,1,1,Good,2,11.99,2.96,36.17,35.62449852901845
1093,21,Female,High School,4.79,0.82,1.17,1.41,1.92,9.36,7.6,42,359,1,1,Poor,1,16.47,0.0,18.52,24.471783899438353
1094,20,Female,High School,5.29,2.17,1.14,2.57,2.1,5.63,2.43,19,232,0,0,Poor,7,16.11,0.0,27.15,56.07114201658197
1095,17,Female,High School,5.74,2.03,1.79,3.78,2.19,7.0,3.59,143,193,0,0,Poor,5,21.7,3.96,24.9,33.44477132923242
1096,24,Other,High School,1.31,1.67,1.4,4.24,1.35,6.97,5.67,147,0,1,1,Good,10,0.0,23.27,14.47,18.400641882856377
1097,17,Female,High School,4.63,0.56,1.13,2.36,2.36,5.67,2.57,29,24,1,1,Poor,9,12.27,5.37,27.51,38.23214763305697
1098,22,Male,High School,5.39,2.88,3.7,0.18,0.0,7.2,4.54,0,399,0,0,Average,5,22.02,2.66,41.19,62.12891147365605
1099,22,Other,High School,3.93,4.77,2.6,0.49,0.95,5.75,4.98,124,27,0,0,Poor,9,12.88,17.64,35.0,30.19523936881519
1100,19,Male,High School,4.23,2.31,2.39,4.29,0.91,6.49,7.49,98,269,1,0,Good,5,11.13,17.17,24.89,29.834180262102166
1101,21,Female,High School,4.52,1.98,2.12,3.51,1.23,8.39,1.01,25,332,0,0,Good,10,8.14,0.0,31.74,44.022465899973255
1102,17,Other,High School,4.17,3.57,2.88,1.3,1.76,7.7,9.25,118,0,1,1,Average,5,21.34,11.28,17.63,44.75795667290719
1103,20,Female,High School,3.45,3.0,3.65,4.81,2.18,7.82,5.26,139,0,0,1,Poor,9,12.77,24.99,21.94,27.93527681198181
1104,22,Male,High School,4.66,2.89,0.0,5.78,2.6,6.94,4.38,110,194,1,0,Good,3,10.88,23.25,15.48,25.193902112864404
1105,20,Other,High School,7.07,0.76,1.87,3.17,2.77,5.03,10.14,117,238,1,0,Good,5,18.53,25.88,32.13,62.53008825889275
1106,23,Female,High School,1.22,1.97,1.72,2.9,3.49,7.09,8.92,130,224,0,0,Average,4,0.16,6.73,8.11,10.417223856646162
1107,17,Other,High School,5.69,2.09,1.85,1.01,2.02,7.72,3.69,68,0,0,1,Good,6,24.18,0.0,32.78,53.90478737630383
1108,23,Other,High School,6.05,1.4,1.35,0.43,2.07,8.35,4.89,150,128,0,1,Poor,8,19.24,0.0,46.48,54.827493982348216
1109,21,Female,High School,3.16,0.75,3.91,2.93,0.94,6.23,13.85,112,109,0,1,Good,8,7.09,35.39,24.0,27.14629580101631
1110,23,Female,High School,6.08,2.42,1.56,3.49,2.07,6.33,5.68,40,115,1,0,Good,9,21.72,18.76,35.49,45.74752607649104
1111,17,Female,High School,4.18,0.74,1.64,3.6,1.97,7.63,5.25,83,109,0,0,Good,1,6.14,2.2,11.0,17.972719978603905
1112,19,Other,High School,7.68,2.26,1.0,6.29,2.43,6.15,9.77,150,0,0,1,Good,4,25.04,46.61,23.14,32.46857448515646
1113,16,Other,High School,4.99,0.0,1.73,3.21,1.96,7.84,4.87,31,341,1,1,Good,1,7.01,11.29,17.92,20.50013372559508
1114,17,Other,High School,7.02,0.82,0.12,1.93,1.39,6.94,5.01,108,104,1,0,Poor,4,15.29,8.89,39.03,51.24364803423376
1115,23,Female,High School,5.42,3.64,2.76,1.66,0.81,9.65,10.01,143,0,0,1,Poor,9,23.43,8.71,32.28,44.2230542925916
1116,20,Male,High School,6.73,1.17,2.16,2.09,2.3,7.39,3.56,48,0,1,0,Good,6,28.69,6.35,43.88,52.64776678256218
1117,16,Other,High School,6.56,2.94,3.7,3.28,1.22,6.74,9.46,66,109,1,0,Poor,3,25.56,9.7,37.12,39.86359989301952
1118,19,Female,High School,2.56,2.34,1.46,4.51,2.1,6.29,8.81,98,294,0,0,Good,9,4.19,31.78,13.78,34.36747793527681
1119,17,Female,High School,2.64,1.26,3.73,3.82,2.56,7.44,5.97,0,146,0,0,Poor,4,9.57,28.49,13.49,17.59828831238299
1120,20,Female,High School,5.71,0.79,2.67,0.99,0.0,5.51,2.07,0,60,0,0,Poor,7,15.3,0.0,42.18,66.00695373094409
1121,19,Other,High School,6.04,2.33,1.26,3.4,1.14,7.56,6.38,76,259,1,1,Poor,5,24.48,4.88,30.23,32.85637871088527
1122,18,Male,High School,6.56,2.86,1.22,2.9,0.36,9.78,4.82,59,267,0,1,Good,8,20.94,0.0,29.42,61.79459748595881
1123,17,Other,High School,3.83,0.48,2.79,2.6,2.69,7.04,4.5,140,415,0,0,Good,7,8.08,14.22,25.14,32.37496656860123
